116	10	1002	1003	1016	1017	1018	2	3	7	16	17	18	
117	7	1002	1007	1012	1016	1018	2	7	10	12	16	18	
118	8	1001	1002	1016	1017	1018	1	2	7	16	17	18	
119	9	1001	1002	1011	1013	1015	1	2	6	11	13	15	
120	3	1004	1007	1014	1017	1018	4	7	8	14	17	18	
121	8	1001	1003	1013	1015	1017	1	3	8	13	15	17	
122	10	1004	1006	1011	1014	1016	4	6	10	11	14	16	
123	7	1001	1005	1011	1012	1016	1	5	8	11	12	16	
124	2	1001	1005	1012	1016	1018	1	5	9	12	16	18	
125	5	1004	1005	1012	1014	1017	4	5	8	12	14	17	
126	2	1002	1004	1011	1012	1015	2	4	10	11	12	15	
127	3	1006	1007	1012	1016	1017	6	7	8	12	16	17	
128	1	1004	1006	1014	1015	1017	4	6	8	14	15	17	
129	5	1003	1005	1013	1015	1016	3	5	7	13	15	16	
130	10	1004	1007	1014	1016	1018	4	7	8	14	16	18	
131	2	1005	1006	1012	1015	1017	5	6	10	12	15	17	
132	10	1002	1005	1013	1017	1018	2	5	8	13	17	18	
133	7	1001	1002	1011	1014	1017	1	2	5	11	14	17	
134	9	1005	1007	1015	1017	1018	5	7	8	15	17	18	
135	3	1001	1004	1013	1015	1016	1	4	7	13	15	16	
136	3	1005	1006	1014	1016	1017	5	6	8	14	16	17	
137	7	1001	1002	1011	1012	1017	1	2	7	11	12	17	
138	10	1002	1003	1013	1014	1016	2	3	6	13	14	16	
139	10	1002	1005	1016	1017	1018	2	5	7	16	17	18	
140	6	1001	1002	1013	1014	1017	1	2	5	13	14	17	
141	8	1003	1004	1013	1014	1018	3	4	10	13	14	18	
142	1	1001	1007	1011	1013	1018	1	7	9	11	13	18	
143	4	1005	1006	1011	1012	1015	5	6	10	11	12	15	
144	2	1003	1005	1011	1012	1015	3	5	10	11	12	15	
145	4	1004	1007	1012	1017	1018	4	7	9	12	17	18	
146	7	1003	1004	1011	1012	1013	3	4	7	11	12	13	
147	3	1002	1004	1012	1015	1017	2	4	7	12	15	17	
148	6	1002	1006	1013	1015	1016	2	6	10	13	15	16	
149	3	1002	1007	1015	1017	1018	2	7	9	15	17	18	
150	9	1005	1007	1011	1012	1017	5	7	9	11	12	17	
151	10	1001	1005	1014	1017	1018	1	5	7	14	17	18	
152	5	1001	1002	1012	1013	1018	1	2	3	12	13	18	
153	5	1005	1007	1011	1015	1016	5	7	9	11	15	16	
154	5	1003	1004	1013	1017	1018	3	4	7	13	17	18	
155	1	1001	1007	1014	1015	1018	1	7	9	14	15	18	
156	8	1003	1004	1013	1017	1018	3	4	8	13	17	18	
157	7	1001	1003	1011	1014	1018	1	3	9	11	14	18	
158	5	1001	1006	1011	1016	1017	1	6	7	11	16	17	
159	2	1001	1007	1013	1017	1018	1	7	8	13	17	18	
160	7	1002	1003	1011	1012	1014	2	3	9	11	12	14	
161	10	1002	1007	1011	1013	1017	2	7	10	11	13	17	
162	8	1003	1005	1011	1013	1017	3	5	9	11	13	17	
163	9	1001	1004	1013	1014	1015	1	4	9	13	14	15	
164	8	1002	1004	1013	1015	1018	2	4	6	13	15	18	
165	5	1004	1007	1011	1012	1013	4	7	9	11	12	13	
166	7	1003	1004	1013	1016	1018	3	4	9	13	16	18	
167	2	1006	1007	1011	1012	1013	6	7	8	11	12	13	
168	6	1003	1006	1013	1016	1017	3	6	8	13	16	17	
169	9	1002	1007	1011	1012	1015	2	7	10	11	12	15	
170	3	1003	1004	1011	1017	1018	3	4	6	11	17	18	
171	3	1003	1006	1011	1012	1016	3	6	9	11	12	16	
172	5	1002	1004	1011	1014	1016	2	4	10	11	14	16	
173	4	1003	1006	1014	1017	1018	3	6	8	14	17	18	
174	9	1005	1006	1013	1014	1017	5	6	8	13	14	17	
175	3	1003	1004	1015	1016	1017	3	4	9	15	16	17	
176	2	1004	1007	1011	1012	1018	4	7	10	11	12	18	
177	4	1001	1005	1011	1012	1013	1	5	10	11	12	13	
178	4	1006	1007	1014	1016	1018	6	7	9	14	16	18	
179	1	1001	1004	1012	1017	1018	1	4	6	12	17	18	
180	3	1003	1006	1011	1015	1016	3	6	10	11	15	16	
181	6	1001	1002	1012	1015	1016	1	2	7	12	15	16	
182	10	1001	1003	1011	1017	1018	1	3	9	11	17	18	
183	7	1003	1004	1013	1016	1018	3	4	10	13	16	18	
184	10	1005	1006	1012	1015	1017	5	6	7	12	15	17	
185	6	1004	1005	1012	1013	1018	4	5	7	12	13	18	
186	10	1002	1003	1014	1015	1016	2	3	4	14	15	16	
187	7	1001	1003	1011	1015	1017	1	3	5	11	15	17	
188	1	1002	1005	1012	1013	1018	2	5	7	12	13	18	
189	4	1002	1003	1016	1017	1018	2	3	8	16	17	18	
190	1	1002	1003	1012	1015	1018	2	3	6	12	15	18	
191	5	1005	1007	1011	1012	1017	5	7	10	11	12	17	
192	10	1001	1003	1015	1017	1018	1	3	10	15	17	18	
193	3	1004	1005	1011	1012	1015	4	5	9	11	12	15	
194	4	1002	1004	1013	1015	1017	2	4	10	13	15	17	
195	2	1001	1002	1015	1017	1018	1	2	5	15	17	18	
196	5	1001	1003	1011	1013	1016	1	3	7	11	13	16	
197	9	1001	1002	1012	1014	1018	1	2	6	12	14	18	
198	7	1001	1002	1013	1015	1018	1	2	3	13	15	18	
199	5	1006	1007	1013	1015	1018	6	7	10	13	15	18	
200	3	1003	1007	1014	1015	1016	3	7	9	14	15	16	
201	7	1002	1006	1013	1014	1016	2	6	9	13	14	16	
202	10	1002	1003	1013	1014	1016	2	3	6	13	14	16	
203	6	1003	1006	1014	1015	1018	3	6	8	14	15	18	
204	8	1003	1007	1013	1015	1018	3	7	8	13	15	18	
205	7	1001	1006	1012	1013	1014	1	6	8	12	13	14	
206	3	1001	1003	1011	1016	1018	1	3	9	11	16	18	
207	2	1001	1003	1012	1014	1018	1	3	9	12	14	18	
208	3	1001	1002	1012	1013	1017	1	2	7	12	13	17	
209	3	1003	1004	1011	1016	1017	3	4	10	11	16	17	
210	4	1005	1007	1012	1016	1018	5	7	9	12	16	18	
211	10	1002	1007	1012	1015	1018	2	7	8	12	15	18	
212	2	1004	1007	1015	1016	1017	4	7	10	15	16	17	
213	6	1001	1002	1011	1012	1017	1	2	9	11	12	17	
214	7	1004	1005	1011	1017	1018	4	5	6	11	17	18	
215	10	1001	1005	1014	1015	1017	1	5	8	14	15	17	
216	2	1003	1005	1012	1016	1017	3	5	6	12	16	17	
217	9	1002	1005	1012	1014	1015	2	5	8	12	14	15	
218	2	1002	1004	1014	1017	1018	2	4	5	14	17	18	
219	4	1003	1004	1011	1017	1018	3	4	8	11	17	18	
220	9	1003	1006	1012	1013	1018	3	6	10	12	13	18	
221	7	1005	1007	1011	1015	1017	5	7	9	11	15	17	
222	1	1002	1003	1012	1014	1015	2	3	5	12	14	15	
223	8	1002	1003	1011	1015	1018	2	3	4	11	15	18	
224	6	1002	1003	1012	1013	1017	2	3	6	12	13	17	
225	3	1006	1007	1011	1012	1018	6	7	9	11	12	18	
226	10	1003	1004	1011	1012	1018	3	4	8	11	12	18	
227	6	1005	1007	1011	1012	1013	5	7	10	11	12	13	
228	4	1001	1005	1011	1012	1016	1	5	9	11	12	16	
229	3	1002	1007	1012	1013	1018	2	7	9	12	13	18	
230	7	1002	1003	1011	1014	1016	2	3	7	11	14	16	
231	7	1001	1003	1011	1012	1018	1	3	4	11	12	18	
232	2	1001	1002	1011	1012	1013	1	2	10	11	12	13	
233	3	1001	1005	1011	1012	1013	1	5	9	11	12	13	
234	10	1005	1006	1012	1017	1018	5	6	10	12	17	18	
235	2	1002	1005	1014	1016	1018	2	5	6	14	16	18	
236	8	1001	1002	1012	1017	1018	1	2	5	12	17	18	
237	8	1002	1006	1011	1016	1018	2	6	9	11	16	18	
238	5	1002	1003	1013	1015	1016	2	3	10	13	15	16	
239	9	1003	1004	1012	1014	1017	3	4	9	12	14	17	
240	1	1002	1006	1011	1012	1016	2	6	9	11	12	16	
241	9	1001	1002	1012	1016	1017	1	2	5	12	16	17	
242	3	1004	1005	1012	1014	1016	4	5	8	12	14	16	
243	2	1003	1004	1011	1012	1013	3	4	10	11	12	13	
244	9	1002	1006	1012	1016	1017	2	6	10	12	16	17	
245	3	1003	1004	1012	1016	1018	3	4	5	12	16	18	
246	2	1003	1005	1011	1014	1016	3	5	7	11	14	16	
247	6	1001	1002	1012	1015	1016	1	2	7	12	15	16	
248	3	1001	1002	1014	1015	1016	1	2	5	14	15	16	
249	2	1003	1006	1011	1014	1017	3	6	9	11	14	17	
250	5	1001	1002	1011	1012	1017	1	2	3	11	12	17	
251	3	1002	1003	1012	1013	1016	2	3	10	12	13	16	
252	10	1001	1002	1011	1016	1018	1	2	7	11	16	18	
253	3	1002	1005	1011	1013	1014	2	5	7	11	13	14	
254	10	1001	1007	1014	1017	1018	1	7	9	14	17	18	
255	10	1001	1005	1012	1016	1017	1	5	10	12	16	17	
256	9	1001	1002	1013	1014	1018	1	2	4	13	14	18	
257	10	1002	1003	1011	1015	1016	2	3	4	11	15	16	
258	9	1002	1005	1011	1014	1017	2	5	7	11	14	17	
259	1	1001	1003	1012	1016	1017	1	3	9	12	16	17	
260	5	1004	1005	1012	1016	1017	4	5	8	12	16	17	
261	2	1005	1007	1014	1017	1018	5	7	10	14	17	18	
262	5	1002	1004	1012	1013	1018	2	4	6	12	13	18	
263	7	1001	1004	1011	1012	1016	1	4	6	11	12	16	
264	5	1003	1007	1012	1014	1017	3	7	8	12	14	17	
265	9	1004	1007	1012	1013	1017	4	7	9	12	13	17	
266	10	1001	1003	1016	1017	1018	1	3	6	16	17	18	
267	10	1003	1005	1012	1017	1018	3	5	8	12	17	18	
268	7	1005	1006	1011	1012	1015	5	6	8	11	12	15	
269	6	1002	1004	1012	1013	1018	2	4	5	12	13	18	
270	6	1001	1007	1012	1015	1018	1	7	10	12	15	18	
271	4	1001	1002	1012	1016	1018	1	2	7	12	16	18	
272	5	1001	1002	1011	1015	1018	1	2	10	11	15	18	
273	8	1003	1006	1013	1017	1018	3	6	9	13	17	18	
274	2	1001	1004	1014	1015	1016	1	4	6	14	15	16	
275	2	1006	1007	1013	1015	1018	6	7	10	13	15	18	
276	5	1003	1005	1013	1017	1018	3	5	6	13	17	18	
277	9	1003	1005	1013	1017	1018	3	5	8	13	17	18	
278	2	1001	1002	1011	1013	1014	1	2	8	11	13	14	
279	2	1001	1003	1011	1015	1018	1	3	6	11	15	18	
280	5	1004	1006	1012	1017	1018	4	6	9	12	17	18	
281	8	1005	1006	1016	1017	1018	5	6	7	16	17	18	
282	6	1001	1004	1015	1017	1018	1	4	8	15	17	18	
283	7	1001	1004	1012	1014	1018	1	4	9	12	14	18	
284	5	1002	1003	1011	1016	1017	2	3	6	11	16	17	
285	2	1001	1007	1012	1014	1017	1	7	8	12	14	17	
286	9	1003	1004	1012	1014	1015	3	4	9	12	14	15	
287	6	1003	1006	1013	1015	1018	3	6	8	13	15	18	
288	6	1001	1007	1014	1015	1016	1	7	9	14	15	16	
289	1	1001	1002	1011	1014	1016	1	2	9	11	14	16	
290	4	1002	1007	1014	1017	1018	2	7	10	14	17	18	
291	5	1005	1006	1011	1012	1016	5	6	8	11	12	16	
292	9	1001	1005	1011	1012	1016	1	5	9	11	12	16	
293	9	1001	1002	1013	1015	1016	1	2	8	13	15	16	
294	3	1004	1006	1015	1016	1018	4	6	9	15	16	18	
295	1	1001	1002	1011	1012	1016	1	2	10	11	12	16	
296	1	1002	1005	1012	1017	1018	2	5	8	12	17	18	
297	3	1001	1003	1013	1015	1018	1	3	4	13	15	18	
298	4	1002	1005	1011	1017	1018	2	5	7	11	17	18	
299	5	1001	1002	1013	1014	1016	1	2	6	13	14	16	
300	6	1005	1006	1012	1014	1015	5	6	8	12	14	15	
301	10	1001	1004	1013	1017	1018	1	4	6	13	17	18	
302	3	1002	1003	1011	1012	1017	2	3	10	11	12	17	
303	10	1001	1004	1012	1013	1016	1	4	7	12	13	16	
304	8	1002	1007	1012	1013	1015	2	7	8	12	13	15	
305	10	1002	1006	1012	1015	1016	2	6	7	12	15	16	
306	3	1002	1004	1012	1015	1017	2	4	5	12	15	17	
307	2	1004	1005	1011	1017	1018	4	5	7	11	17	18	
308	1	1001	1003	1013	1014	1016	1	3	5	13	14	16	
309	7	1003	1004	1012	1014	1018	3	4	5	12	14	18	
310	3	1002	1005	1013	1017	1018	2	5	6	13	17	18	
311	10	1001	1002	1011	1015	1016	1	2	5	11	15	16	
312	1	1003	1004	1011	1015	1016	3	4	7	11	15	16	
313	7	1003	1005	1012	1017	1018	3	5	10	12	17	18	
314	2	1006	1007	1012	1013	1018	6	7	9	12	13	18	
315	1	1002	1005	1013	1014	1017	2	5	10	13	14	17	
316	1	1003	1005	1014	1017	1018	3	5	7	14	17	18	
317	7	1001	1002	1011	1012	1015	1	2	9	11	12	15	
318	3	1002	1004	1011	1017	1018	2	4	6	11	17	18	
319	8	1002	1006	1012	1017	1018	2	6	7	12	17	18	
320	1	1001	1002	1013	1015	1018	1	2	5	13	15	18	
321	2	1001	1003	1012	1013	1014	1	3	8	12	13	14	
322	6	1002	1007	1011	1015	1018	2	7	10	11	15	18	
323	10	1002	1004	1015	1016	1017	2	4	10	15	16	17	
324	7	1003	1004	1011	1013	1016	3	4	9	11	13	16	
325	4	1001	1003	1012	1014	1018	1	3	4	12	14	18	
326	10	1003	1004	1011	1012	1014	3	4	10	11	12	14	
327	6	1001	1002	1014	1015	1018	1	2	7	14	15	18	
328	1	1001	1004	1011	1014	1016	1	4	10	11	14	16	
329	6	1001	1003	1011	1014	1015	1	3	5	11	14	15	
330	9	1002	1003	1012	1014	1015	2	3	6	12	14	15	
331	5	1001	1006	1011	1015	1018	1	6	10	11	15	18	
332	7	1005	1006	1016	1017	1018	5	6	8	16	17	18	
333	8	1001	1004	1014	1015	1017	1	4	7	14	15	17	
334	1	1002	1003	1012	1013	1017	2	3	8	12	13	17	
335	10	1005	1006	1011	1012	1015	5	6	9	11	12	15	
336	8	1002	1003	1013	1017	1018	2	3	4	13	17	18	
337	10	1003	1007	1012	1013	1016	3	7	10	12	13	16	
338	4	1001	1004	1011	1013	1018	1	4	5	11	13	18	
339	8	1005	1007	1012	1015	1018	5	7	9	12	15	18	
340	10	1002	1003	1011	1012	1017	2	3	6	11	12	17	
341	6	1002	1004	1012	1014	1017	2	4	10	12	14	17	
342	6	1002	1005	1012	1016	1017	2	5	9	12	16	17	
343	2	1003	1005	1011	1013	1014	3	5	7	11	13	14	
344	3	1001	1003	1012	1014	1016	1	3	10	12	14	16	
345	5	1002	1003	1013	1014	1018	2	3	9	13	14	18	
346	1	1002	1004	1012	1015	1017	2	4	10	12	15	17	
347	6	1003	1004	1013	1016	1017	3	4	6	13	16	17	
348	9	1003	1004	1014	1015	1018	3	4	6	14	15	18	
349	9	1003	1004	1011	1016	1018	3	4	10	11	16	18	
350	9	1002	1006	1013	1014	1015	2	6	7	13	14	15	
351	5	1001	1004	1013	1015	1018	1	4	9	13	15	18	
352	10	1002	1006	1011	1012	1018	2	6	10	11	12	18	
353	4	1003	1006	1011	1013	1016	3	6	9	11	13	16	
354	10	1004	1005	1014	1015	1018	4	5	10	14	15	18	
355	5	1002	1004	1012	1014	1018	2	4	10	12	14	18	
356	4	1001	1003	1014	1015	1016	1	3	6	14	15	16	
357	7	1004	1007	1014	1015	1018	4	7	10	14	15	18	
358	10	1001	1007	1013	1014	1018	1	7	10	13	14	18	
359	8	1002	1007	1012	1015	1018	2	7	8	12	15	18	
360	10	1001	1006	1012	1017	1018	1	6	8	12	17	18	
361	8	1002	1003	1013	1016	1018	2	3	5	13	16	18	
362	7	1001	1002	1011	1015	1018	1	2	7	11	15	18	
363	3	1001	1002	1014	1017	1018	1	2	9	14	17	18	
364	2	1005	1006	1012	1017	1018	5	6	8	12	17	18	
365	5	1001	1002	1015	1016	1017	1	2	4	15	16	17	
366	4	1001	1002	1013	1014	1015	1	2	9	13	14	15	
367	7	1001	1002	1011	1016	1018	1	2	5	11	16	18	
368	3	1001	1004	1011	1012	1016	1	4	7	11	12	16	
369	7	1001	1002	1012	1014	1015	1	2	3	12	14	15	
370	1	1003	1005	1012	1013	1018	3	5	7	12	13	18	
371	7	1006	1007	1012	1015	1016	6	7	10	12	15	16	
372	3	1001	1002	1011	1012	1015	1	2	3	11	12	15	
373	8	1001	1004	1014	1016	1017	1	4	5	14	16	17	
374	10	1004	1006	1012	1015	1016	4	6	10	12	15	16	
375	4	1003	1004	1014	1017	1018	3	4	5	14	17	18	
376	6	1001	1004	1012	1016	1017	1	4	6	12	16	17	
377	2	1001	1002	1011	1012	1013	1	2	6	11	12	13	
378	3	1006	1007	1016	1017	1018	6	7	10	16	17	18	
379	10	1003	1007	1013	1015	1016	3	7	8	13	15	16	
380	10	1003	1005	1012	1017	1018	3	5	7	12	17	18	
381	2	1003	1006	1014	1016	1017	3	6	9	14	16	17	
382	5	1001	1003	1011	1012	1015	1	3	7	11	12	15	
383	1	1002	1003	1013	1016	1018	2	3	4	13	16	18	
384	9	1001	1002	1012	1014	1018	1	2	10	12	14	18	
385	9	1002	1004	1012	1016	1017	2	4	8	12	16	17	
386	4	1005	1006	1013	1014	1016	5	6	10	13	14	16	
387	8	1001	1002	1012	1013	1014	1	2	8	12	13	14	
388	2	1001	1002	1013	1014	1017	1	2	6	13	14	17	
389	8	1003	1004	1012	1015	1017	3	4	6	12	15	17	
390	10	1002	1004	1011	1012	1018	2	4	8	11	12	18	
391	10	1005	1006	1016	1017	1018	5	6	8	16	17	18	
392	5	1001	1002	1014	1015	1017	1	2	10	14	15	17	
393	9	1003	1007	1012	1014	1016	3	7	8	12	14	16	
394	8	1003	1004	1011	1014	1016	3	4	6	11	14	16	
395	2	1001	1002	1011	1016	1018	1	2	5	11	16	18	
396	5	1002	1006	1016	1017	1018	2	6	10	16	17	18	
397	5	1002	1005	1012	1013	1014	2	5	7	12	13	14	
398	3	1002	1006	1016	1017	1018	2	6	10	16	17	18	
399	6	1003	1004	1012	1015	1018	3	4	7	12	15	18	
400	8	1002	1004	1011	1012	1018	2	4	10	11	12	18	
401	4	1001	1002	1012	1014	1016	1	2	7	12	14	16	
402	10	1002	1003	1011	1012	1015	2	3	10	11	12	15	
403	7	1005	1006	1013	1016	1017	5	6	10	13	16	17	
404	5	1003	1005	1011	1016	1017	3	5	10	11	16	17	
405	10	1003	1005	1011	1017	1018	3	5	6	11	17	18	
406	3	1004	1006	1011	1013	1014	4	6	8	11	13	14	
407	5	1001	1007	1013	1015	1017	1	7	9	13	15	17	
408	2	1001	1006	1013	1014	1016	1	6	10	13	14	16	
409	4	1002	1004	1013	1016	1018	2	4	7	13	16	18	
410	10	1003	1007	1011	1012	1014	3	7	9	11	12	14	
411	6	1001	1007	1012	1014	1017	1	7	8	12	14	17	
412	10	1002	1006	1011	1013	1015	2	6	8	11	13	15	
413	10	1006	1007	1011	1013	1018	6	7	10	11	13	18	
414	9	1001	1003	1011	1012	1013	1	3	10	11	12	13	
415	1	1001	1007	1014	1017	1018	1	7	10	14	17	18	
416	8	1002	1005	1012	1014	1016	2	5	10	12	14	16	
417	2	1001	1002	1012	1017	1018	1	2	8	12	17	18	
418	10	1003	1007	1012	1016	1017	3	7	10	12	16	17	
419	7	1003	1006	1011	1012	1016	3	6	9	11	12	16	
420	10	1003	1004	1011	1012	1014	3	4	9	11	12	14	
421	7	1002	1006	1016	1017	1018	2	6	9	16	17	18	
422	9	1004	1006	1011	1012	1017	4	6	7	11	12	17	
423	4	1002	1007	1011	1012	1016	2	7	9	11	12	16	
424	8	1004	1007	1011	1012	1016	4	7	9	11	12	16	
425	7	1001	1005	1011	1013	1017	1	5	8	11	13	17	
426	2	1001	1003	1011	1012	1014	1	3	6	11	12	14	
427	4	1003	1005	1011	1012	1014	3	5	10	11	12	14	
428	6	1002	1006	1012	1013	1014	2	6	10	12	13	14	
429	7	1001	1002	1012	1014	1016	1	2	7	12	14	16	
430	10	1003	1007	1011	1016	1018	3	7	8	11	16	18	
431	3	1002	1006	1011	1013	1017	2	6	10	11	13	17	
432	6	1002	1007	1011	1012	1013	2	7	8	11	12	13	
433	1	1002	1004	1014	1015	1018	2	4	9	14	15	18	
434	10	1002	1005	1014	1017	1018	2	5	9	14	17	18	
435	3	1002	1003	1011	1013	1017	2	3	9	11	13	17	
436	7	1003	1006	1011	1017	1018	3	6	7	11	17	18	
437	10	1001	1007	1012	1015	1016	1	7	10	12	15	16	
